Geneid	Chr	Start	End	Strand	Length	CRISPR_one	CRISPR_three	CRISPR_two	control_one	control_three	control_two
RN7SL387P	.	.	.	.	.	0	0	0	0	0	0
HVCN1	.	.	.	.	.	9	2	1	5	7	1
PPP1CC	.	.	.	.	.	2649	3172	2202	3331	3716	2806
ENSG00000279925	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294739	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257268	.	.	.	.	.	0	2	1	0	0	0
RPL29P25	.	.	.	.	.	0	0	0	0	0	0
CCDC63	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302187	.	.	.	.	.	0	0	0	0	0	0
MYL2	.	.	.	.	.	0	0	0	0	0	0
VHRT	.	.	.	.	.	0	0	0	0	0	0
LINC01404	.	.	.	.	.	0	17	0	1	0	0
ENSG00000309108	.	.	.	.	.	0	0	0	0	0	0
CUX2	.	.	.	.	.	0	1	0	0	0	0
ENSG00000304623	.	.	.	.	.	0	0	0	0	0	0
MIR6760	.	.	.	.	.	0	0	0	0	0	0
RNA5SP373	.	.	.	.	.	0	0	0	0	0	0
PHETA1	.	.	.	.	.	40	51	46	56	56	51
LINC02356	.	.	.	.	.	0	0	0	0	0	0
HSPA8P14	.	.	.	.	.	0	0	2	0	0	0
ENSG00000294281	.	.	.	.	.	0	1	0	0	0	0
ENSG00000299832	.	.	.	.	.	0	0	0	0	0	0
SH2B3	.	.	.	.	.	2127	3059	1227	1595	1328	1059
ATXN2	.	.	.	.	.	798	896	706	758	775	715
IFITM3P5	.	.	.	.	.	2	2	0	0	0	1
ATXN2-AS	.	.	.	.	.	2	5	1	3	2	1
BRAP	.	.	.	.	.	394	597	245	378	411	298
PCNPP1	.	.	.	.	.	0	2	2	0	1	2
ACAD10	.	.	.	.	.	288	192	134	328	404	231
ENSG00000257767	.	.	.	.	.	0	0	0	0	0	0
ALDH2	.	.	.	.	.	276	148	97	303	385	132
ENSG00000298157	.	.	.	.	.	0	2	0	0	0	0
MIR6761	.	.	.	.	.	0	0	0	0	0	0
MAPKAPK5-AS1	.	.	.	.	.	108	116	90	105	158	134
MAPKAPK5	.	.	.	.	.	431	413	258	335	392	349
ENSG00000292259	.	.	.	.	.	0	0	0	0	0	0
RPS2P41	.	.	.	.	.	4	0	0	0	0	0
ADAM1A	.	.	.	.	.	0	0	0	0	0	0
ADAM1B	.	.	.	.	.	1	2	4	1	0	3
TMEM116	.	.	.	.	.	117	78	69	49	45	58
SLC25A3P2	.	.	.	.	.	0	0	0	1	0	0
ENSG00000257624	.	.	.	.	.	1	1	0	2	0	0
ERP29	.	.	.	.	.	598	558	308	902	935	673
ENSG00000274227	.	.	.	.	.	0	0	0	1	0	0
NAA25	.	.	.	.	.	1039	1159	879	702	774	858
MIR3657	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258323	.	.	.	.	.	3	4	2	0	0	1
TRAFD1	.	.	.	.	.	818	692	395	551	599	495
HECTD4	.	.	.	.	.	1230	1163	999	727	779	685
MIR6861	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257494	.	.	.	.	.	2	0	0	0	0	1
RN7SKP71	.	.	.	.	.	0	1	4	2	1	6
RPL7AP60	.	.	.	.	.	0	0	0	0	4	0
ENSG00000257658	.	.	.	.	.	0	0	0	0	0	0
RPL6	.	.	.	.	.	2609	3248	2227	3202	3641	3422
ENSG00000305485	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305463	.	.	.	.	.	0	0	0	0	0	2
PTPN11	.	.	.	.	.	3610	5339	3780	3617	4232	3734
ENSG00000305447	.	.	.	.	.	2	5	0	1	1	1
ENSG00000304788	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300851	.	.	.	.	.	0	0	0	0	0	0
RPH3A	.	.	.	.	.	0	3	0	0	0	0
MIR1302-1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000306858	.	.	.	.	.	0	0	0	0	0	0
OAS1	.	.	.	.	.	984	1166	151	46	43	16
ENSG00000257452	.	.	.	.	.	0	1	0	0	0	0
OAS3	.	.	.	.	.	5162	6436	877	424	472	388
OAS2	.	.	.	.	.	3246	2948	571	160	168	109
IMMP1LP2	.	.	.	.	.	0	0	0	0	0	0
RPS15AP32	.	.	.	.	.	0	0	0	0	0	0
DTX1	.	.	.	.	.	0	0	0	7	1	0
RASAL1	.	.	.	.	.	0	2	0	2	0	0
ENSG00000295497	.	.	.	.	.	0	0	0	2	0	0
ENSG00000303542	.	.	.	.	.	0	0	0	0	0	0
CFAP73	.	.	.	.	.	0	2	1	0	0	0
DDX54	.	.	.	.	.	520	648	364	474	568	479
MIR7106	.	.	.	.	.	0	0	0	0	0	0
RITA1	.	.	.	.	.	147	277	172	209	206	186
ENSG00000257286	.	.	.	.	.	0	0	0	0	0	0
IQCD	.	.	.	.	.	3	8	5	10	21	22
TPCN1	.	.	.	.	.	952	851	351	807	711	920
ENSG00000277566	.	.	.	.	.	6	1	1	2	2	2
MIR6762	.	.	.	.	.	0	1	0	0	0	0
SLC8B1	.	.	.	.	.	158	218	105	161	202	211
PLBD2	.	.	.	.	.	1084	1144	1117	1332	1396	1188
ENSG00000288863	.	.	.	.	.	1	4	0	4	0	2
SDS	.	.	.	.	.	2	5	2	2	0	0
SDSL	.	.	.	.	.	168	194	116	116	151	110
LHX5	.	.	.	.	.	0	2	0	0	0	0
LHX5-AS1	.	.	.	.	.	0	0	0	0	0	0
LINC01234	.	.	.	.	.	12	83	8	4	8	3
ENSG00000299319	.	.	.	.	.	0	0	0	0	0	0
ENSG00000299304	.	.	.	.	.	3	0	0	0	2	0
DYNLL1P4	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305288	.	.	.	.	.	0	0	2	0	0	1
RBM19	.	.	.	.	.	281	363	148	250	219	251
ENSG00000287229	.	.	.	.	.	3	14	2	16	22	13
ENSG00000257359	.	.	.	.	.	0	1	0	1	0	0
ENSG00000302823	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257997	.	.	.	.	.	0	0	0	0	0	0
HAUS8P1	.	.	.	.	.	0	0	0	0	0	0
GLULP5	.	.	.	.	.	0	0	0	0	0	0
LINC02459	.	.	.	.	.	0	0	0	0	0	0
TBX5	.	.	.	.	.	0	0	0	10	0	19
ENSG00000297256	.	.	.	.	.	0	0	0	0	0	0
TBX5-AS1	.	.	.	.	.	0	0	0	2	0	0
ENSG00000308772	.	.	.	.	.	0	0	0	0	0	0
ENSG00000289101	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309613	.	.	.	.	.	0	2	0	0	0	0
ENSG00000306529	.	.	.	.	.	0	0	0	0	0	0
RN7SKP216	.	.	.	.	.	0	0	0	0	0	0
ENSG00000255830	.	.	.	.	.	0	0	0	0	0	0
OSTF1P1	.	.	.	.	.	0	3	2	1	0	0
ENSG00000258254	.	.	.	.	.	0	0	0	0	0	0
TBX3	.	.	.	.	.	3919	2815	1509	1974	2380	1691
TBX3-AS1	.	.	.	.	.	32	31	17	14	12	20
ENSG00000309206	.	.	.	.	.	1	6	0	0	0	0
ENSG00000309228	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309246	.	.	.	.	.	0	0	0	0	0	0
ENSG00000287982	.	.	.	.	.	0	0	0	0	0	0
ENSG00000252459	.	.	.	.	.	0	1	0	0	0	0
ENSG00000257517	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307721	.	.	.	.	.	0	0	0	0	0	0
ENSG00000283459	.	.	.	.	.	0	0	0	2	0	0
ENSG00000295454	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305744	.	.	.	.	.	33	40	2	15	28	17
ENSG00000274879	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300044	.	.	.	.	.	3	1	1	3	3	3
ENSG00000300895	.	.	.	.	.	1	4	0	2	4	3
ENSG00000300925	.	.	.	.	.	0	0	0	2	2	2
ENSG00000257958	.	.	.	.	.	0	1	0	0	0	0
ENSG00000305627	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294578	.	.	.	.	.	0	1	0	0	0	0
ENSG00000298928	.	.	.	.	.	0	1	0	0	0	0
ENSG00000300568	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257519	.	.	.	.	.	0	0	0	0	0	0
ENSG00000271579	.	.	.	.	.	1	1	0	2	1	0
ENSG00000276972	.	.	.	.	.	8	13	10	3	1	0
ENSG00000276308	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257726	.	.	.	.	.	1	2	0	0	0	0
ENSG00000303287	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258108	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257407	.	.	.	.	.	0	0	0	0	0	0
UBA52P7	.	.	.	.	.	0	0	0	0	0	0
RN7SL865P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257781	.	.	.	.	.	1	2	0	0	0	0
LINC02463	.	.	.	.	.	0	0	0	0	0	0
ENSG00000200112	.	.	.	.	.	0	0	0	0	0	0
ENSG00000286991	.	.	.	.	.	0	0	0	0	0	2
ENSG00000308306	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258034	.	.	.	.	.	11	6	0	1	6	1
MED13L	.	.	.	.	.	1686	2341	1391	1070	1346	1140
RNU6-1188P	.	.	.	.	.	0	0	0	0	0	1
MIR620	.	.	.	.	.	0	0	0	0	0	0
SNRPGP18	.	.	.	.	.	1	0	1	0	0	1
ENSG00000258337	.	.	.	.	.	1	4	1	2	0	0
ENSG00000299468	.	.	.	.	.	0	0	0	0	0	1
ENSG00000308735	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308750	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308770	.	.	.	.	.	0	0	0	0	0	0
ENSG00000286354	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258346	.	.	.	.	.	2	0	0	0	0	0
MIR4472-2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296503	.	.	.	.	.	0	0	0	0	0	0
LINC02457	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296567	.	.	.	.	.	0	2	0	0	0	0
ENSG00000296587	.	.	.	.	.	0	0	0	0	1	0
ENSG00000296530	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296551	.	.	.	.	.	0	0	0	0	0	0
LINC00173	.	.	.	.	.	0	2	0	0	0	0
MAP1LC3B2	.	.	.	.	.	16	26	13	12	14	16
ENSG00000310057	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293904	.	.	.	.	.	0	0	0	0	0	0
ENSG00000275898	.	.	.	.	.	0	2	0	0	0	0
ENSG00000258249	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295478	.	.	.	.	.	0	0	0	0	0	0
LINC03088	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295460	.	.	.	.	.	0	0	0	0	0	0
SPRING1	.	.	.	.	.	732	914	700	984	936	775
RNFT2	.	.	.	.	.	196	231	156	201	283	166
ENSG00000239374	.	.	.	.	.	0	0	0	0	0	0
RNU6-558P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000275467	.	.	.	.	.	0	1	0	0	0	0
ENSG00000290033	.	.	.	.	.	18	12	5	2	15	12
ENSG00000297991	.	.	.	.	.	1	0	2	3	1	0
HRK	.	.	.	.	.	0	14	0	1	0	0
ENSG00000297968	.	.	.	.	.	0	0	0	0	0	0
RPL36P15	.	.	.	.	.	0	0	0	0	0	0
FBXW8	.	.	.	.	.	403	406	334	399	489	450
ENSG00000274554	.	.	.	.	.	7	8	3	3	4	4
ENSG00000257279	.	.	.	.	.	8	16	3	5	4	5
ENSG00000277840	.	.	.	.	.	1	2	2	2	0	0
TESC	.	.	.	.	.	0	0	0	0	0	0
TESC-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301158	.	.	.	.	.	0	0	0	0	1	0
FBXO21	.	.	.	.	.	1255	896	838	1099	1366	1017
NOS1	.	.	.	.	.	0	0	0	2	0	0
ELOCP32	.	.	.	.	.	0	0	0	0	0	0
ENSG00000255686	.	.	.	.	.	0	0	0	0	0	0
KSR2	.	.	.	.	.	54	59	2	44	39	18
ENSG00000302110	.	.	.	.	.	0	0	0	0	0	0
ENSG00000256071	.	.	.	.	.	0	0	0	0	0	0
RFC5	.	.	.	.	.	385	500	273	348	358	406
ENSG00000277873	.	.	.	.	.	2	2	1	0	0	4
WSB2	.	.	.	.	.	1393	1697	1652	1707	1659	1987
ENSG00000276292	.	.	.	.	.	3	3	0	0	0	1
ENSG00000274859	.	.	.	.	.	1	0	0	0	0	0
VSIG10	.	.	.	.	.	245	213	209	262	287	192
PEBP1	.	.	.	.	.	1989	1973	1728	2433	2775	2779
TAOK3	.	.	.	.	.	378	438	299	359	473	352
RPS2P5	.	.	.	.	.	1182	1316	1522	1354	2015	2031
ENSG00000293801	.	.	.	.	.	3	0	1	2	1	1
ENSG00000270482	.	.	.	.	.	3	0	4	1	2	0
SUDS3	.	.	.	.	.	566	720	582	830	978	803
ENSG00000306132	.	.	.	.	.	8	5	6	6	8	12
ENSG00000275759	.	.	.	.	.	6	6	3	11	8	1
ENSG00000275409	.	.	.	.	.	0	2	0	0	4	2
ENSG00000305413	.	.	.	.	.	0	0	0	0	0	0
LINC02460	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294871	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297838	.	.	.	.	.	0	0	0	0	0	0
RPL17P37	.	.	.	.	.	0	0	0	0	0	0
LINC02423	.	.	.	.	.	0	0	0	0	0	0
LINC02440	.	.	.	.	.	0	0	0	0	0	0
LINC02439	.	.	.	.	.	0	0	0	0	0	0
RNA5SP374	.	.	.	.	.	0	0	0	0	0	0
ENSG00000256149	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300080	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294918	.	.	.	.	.	0	0	0	0	0	0
ENSG00000201042	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296521	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296631	.	.	.	.	.	0	0	0	0	0	0
SRRM4	.	.	.	.	.	0	0	0	0	0	2
ENSG00000286233	.	.	.	.	.	0	0	0	0	0	0
RN7SL508P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257095	.	.	.	.	.	0	0	0	0	0	0
HSPB8	.	.	.	.	.	155	301	362	216	253	180
ENSG00000256884	.	.	.	.	.	0	0	0	1	0	0
HSPB8-AS1	.	.	.	.	.	0	2	0	4	0	0
ENSG00000213144	.	.	.	.	.	3	0	3	0	1	1
ENSG00000256311	.	.	.	.	.	0	0	0	0	0	0
ENSG00000310200	.	.	.	.	.	0	0	0	0	0	0
LINC00934	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296652	.	.	.	.	.	0	0	0	0	0	0
CCDC60	.	.	.	.	.	0	0	0	0	0	0
PRKAB1-AS1	.	.	.	.	.	1	10	0	3	1	1
TMEM233	.	.	.	.	.	0	6	0	0	0	0
RN7SKP197	.	.	.	.	.	0	0	0	0	0	0
PRKAB1	.	.	.	.	.	237	322	109	200	197	193
CIT	.	.	.	.	.	1058	1273	419	732	868	757
ENSG00000255692	.	.	.	.	.	2	0	1	0	0	0
MIR1178	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307806	.	.	.	.	.	0	0	0	0	0	0
RPL35AP30	.	.	.	.	.	0	0	0	0	0	0
BICDL1	.	.	.	.	.	1	2	0	3	1	4
ENSG00000255575	.	.	.	.	.	0	0	0	0	0	0
RAB35	.	.	.	.	.	420	765	413	426	557	417
RAB35-AS1	.	.	.	.	.	30	19	21	9	30	16
GCN1	.	.	.	.	.	2628	2762	2361	2170	2536	2375
MIR4498	.	.	.	.	.	0	0	0	0	0	0
RPLP0	.	.	.	.	.	8731	10505	8971	13350	13615	18310
PXN-AS1	.	.	.	.	.	14	29	13	8	18	20
PXN	.	.	.	.	.	1249	1197	599	813	1022	815
ENSG00000286067	.	.	.	.	.	29	24	7	11	17	21
ENSG00000275936	.	.	.	.	.	1	0	1	0	4	0
RPS20P31	.	.	.	.	.	4	0	0	0	0	0
ENSG00000310566	.	.	.	.	.	2	2	1	0	1	1
NME2P1	.	.	.	.	.	5	2	4	2	6	4
RNU4-2	.	.	.	.	.	163	112	111	211	349	329
SIRT4	.	.	.	.	.	8	17	8	9	4	4
RNU4-1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298788	.	.	.	.	.	0	0	1	0	0	1
RNU6-1088P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298813	.	.	.	.	.	0	2	0	0	0	0
PLA2G1B	.	.	.	.	.	0	0	0	0	0	0
MSI1	.	.	.	.	.	1	2	0	0	0	0
ENSG00000293347	.	.	.	.	.	0	0	0	0	0	0
RPS27P25	.	.	.	.	.	0	0	0	0	0	0
ENSG00000256695	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294244	.	.	.	.	.	0	0	0	0	0	0
COX6A1	.	.	.	.	.	534	697	447	668	684	783
ENSG00000111780	.	.	.	.	.	0	0	0	0	0	0
TRIAP1	.	.	.	.	.	168	243	152	258	227	313
GATC	.	.	.	.	.	273	391	274	271	341	250
RPL31P52	.	.	.	.	.	1	2	2	0	1	1
SRSF9	.	.	.	.	.	441	566	431	649	581	515
DYNLL1	.	.	.	.	.	1867	2183	1882	2252	2234	2783
NRAV	.	.	.	.	.	87	136	83	144	172	83
ENSG00000278344	.	.	.	.	.	1	1	0	0	1	0
COQ5	.	.	.	.	.	325	413	189	327	375	348
RPL29P24	.	.	.	.	.	2	4	0	0	1	2
RNF10	.	.	.	.	.	1383	1511	1128	1466	1674	1499
ENSG00000288623	.	.	.	.	.	0	0	0	0	0	0
ENSG00000289401	.	.	.	.	.	6	10	2	3	3	9
POP5	.	.	.	.	.	190	182	122	196	187	195
RPL11P5	.	.	.	.	.	0	0	0	0	0	0
CABP1-DT	.	.	.	.	.	0	2	0	0	0	0
CABP1	.	.	.	.	.	0	0	0	2	0	0
ENSG00000299604	.	.	.	.	.	0	0	0	0	0	0
MLEC	.	.	.	.	.	3319	2994	2739	4216	4353	2975
ENSG00000256364	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294027	.	.	.	.	.	0	0	0	0	0	0
ENSG00000276188	.	.	.	.	.	0	0	0	0	2	0
UNC119B	.	.	.	.	.	550	551	540	612	739	527
ENSG00000256569	.	.	.	.	.	0	0	0	0	0	0
MIR4700	.	.	.	.	.	0	0	0	0	0	0
ACADS	.	.	.	.	.	95	27	40	55	42	49
ENSG00000255946	.	.	.	.	.	1	1	2	2	2	2
SPPL3	.	.	.	.	.	638	662	496	833	892	742
ARF1P2	.	.	.	.	.	0	2	0	0	0	0
ENSG00000286493	.	.	.	.	.	0	0	0	0	0	0
CLIC1P1	.	.	.	.	.	2	3	0	0	1	1
RPL12P33	.	.	.	.	.	0	0	0	1	0	1
HNF1A-AS1	.	.	.	.	.	0	0	0	0	0	0
HNF1A	.	.	.	.	.	4	2	2	0	1	0
C12orf43	.	.	.	.	.	124	208	118	169	202	150
OASL	.	.	.	.	.	147	325	44	22	6	22
OASL2P	.	.	.	.	.	0	0	0	0	0	0
PPDPFP2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308947	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308932	.	.	.	.	.	0	0	0	0	0	0
ENSG00000279001	.	.	.	.	.	0	0	0	0	0	0
ENSG00000223538	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302061	.	.	.	.	.	0	0	0	0	0	0
P2RX7	.	.	.	.	.	67	159	43	96	141	64
ENSG00000295862	.	.	.	.	.	1	1	0	0	0	0
ENSG00000286248	.	.	.	.	.	0	3	0	2	0	2
ENSG00000274029	.	.	.	.	.	0	0	0	0	0	0
P2RX4	.	.	.	.	.	123	157	135	261	251	188
CAMKK2	.	.	.	.	.	315	337	270	487	522	464
ANAPC5	.	.	.	.	.	1272	1568	1333	1423	1419	1566
ENSG00000258435	.	.	.	.	.	2	0	0	0	0	0
RNF34	.	.	.	.	.	379	524	399	344	502	487
ENSG00000299283	.	.	.	.	.	1	0	0	0	0	1
KDM2B	.	.	.	.	.	279	333	242	304	273	303
MIR7107	.	.	.	.	.	0	0	0	0	0	0
KDM2B-DT	.	.	.	.	.	3	4	10	2	7	12
ENSG00000302371	.	.	.	.	.	0	2	0	0	0	0
RNU6-1004P	.	.	.	.	.	0	0	0	0	0	0
ORAI1	.	.	.	.	.	135	193	113	96	112	119
MORN3	.	.	.	.	.	12	4	4	4	8	2
ENSG00000286586	.	.	.	.	.	0	0	2	2	0	0
TMEM120B	.	.	.	.	.	246	297	207	268	337	305
RHOF	.	.	.	.	.	3	6	7	0	2	1
LINC01089	.	.	.	.	.	8	16	7	9	18	20
ENSG00000272849	.	.	.	.	.	0	0	0	2	4	0
ENSG00000274292	.	.	.	.	.	1	0	2	0	1	2
SETD1B	.	.	.	.	.	538	490	489	713	935	612
ENSG00000308024	.	.	.	.	.	2	0	0	0	1	0
HPD	.	.	.	.	.	4	0	0	0	0	4
TIALD	.	.	.	.	.	0	0	0	0	0	0
ENSG00000287493	.	.	.	.	.	0	0	0	0	0	0
PSMD9	.	.	.	.	.	89	99	54	90	86	93
ENSG00000256950	.	.	.	.	.	0	0	1	0	0	1
RNU7-170P	.	.	.	.	.	0	0	0	0	0	0
CFAP251	.	.	.	.	.	56	201	70	107	39	101
ENSG00000255856	.	.	.	.	.	0	0	0	0	0	0
BCL7A	.	.	.	.	.	48	60	60	66	47	100
LINC02985	.	.	.	.	.	3	0	0	4	4	15
MLXIP	.	.	.	.	.	885	682	796	955	918	748
LRRC43	.	.	.	.	.	0	0	0	2	0	0
IL31	.	.	.	.	.	0	0	0	0	0	0
B3GNT4	.	.	.	.	.	4	6	2	0	6	4
DIABLO	.	.	.	.	.	41	54	25	23	27	23
ENSG00000284934	.	.	.	.	.	2	0	2	0	0	1
ENSG00000256861	.	.	.	.	.	0	0	0	0	0	0
VPS33A	.	.	.	.	.	291	313	199	230	253	205
CLIP1	.	.	.	.	.	1537	1858	1157	1361	1808	1310
ENSG00000299221	.	.	.	.	.	1	0	0	0	1	0
RPL21P1	.	.	.	.	.	0	0	0	1	0	0
CLIP1-AS1	.	.	.	.	.	5	8	0	1	5	5
ENSG00000289831	.	.	.	.	.	3	4	3	8	2	0
ZCCHC8	.	.	.	.	.	222	431	182	235	306	256
ENSG00000252192	.	.	.	.	.	0	1	0	0	1	0
ENSG00000275265	.	.	.	.	.	1	0	1	0	2	1
RSRC2	.	.	.	.	.	410	654	322	332	372	328
KNTC1	.	.	.	.	.	967	1249	640	649	682	823
ENSG00000255972	.	.	.	.	.	0	0	0	0	0	0
ENSG00000274191	.	.	.	.	.	2	1	0	0	0	0
ENSG00000256249	.	.	.	.	.	0	0	0	0	0	0
HCAR2	.	.	.	.	.	2	0	0	0	1	0
HCAR3	.	.	.	.	.	0	0	0	0	0	0
HCAR1	.	.	.	.	.	0	0	0	0	8	4
ENSG00000256044	.	.	.	.	.	0	0	0	0	0	0
DENR	.	.	.	.	.	1503	2183	1507	1643	1932	1761
CCDC62	.	.	.	.	.	13	12	9	5	9	12
HIP1R	.	.	.	.	.	235	244	240	382	303	314
ENSG00000302017	.	.	.	.	.	0	0	0	1	0	0
VPS37B	.	.	.	.	.	251	420	393	664	744	610
ENSG00000256152	.	.	.	.	.	0	0	0	0	0	0
ENSG00000280138	.	.	.	.	.	24	44	47	59	28	65
ENSG00000301649	.	.	.	.	.	0	1	1	1	1	1
ABCB9	.	.	.	.	.	96	264	161	198	237	232
OGFOD2	.	.	.	.	.	8	6	3	6	1	11
ENSG00000256028	.	.	.	.	.	1	0	1	1	0	0
ARL6IP4	.	.	.	.	.	3	7	0	2	1	8
PITPNM2	.	.	.	.	.	707	218	166	316	374	166
MIR4304	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303142	.	.	.	.	.	0	0	0	0	0	0
PITPNM2-AS1	.	.	.	.	.	2	2	2	2	4	0
ENSG00000280381	.	.	.	.	.	6	1	2	0	4	0
ENSG00000304246	.	.	.	.	.	4	0	0	0	0	0
MPHOSPH9	.	.	.	.	.	839	639	400	740	967	652
ENSG00000280120	.	.	.	.	.	54	19	15	45	54	36
MTRFR	.	.	.	.	.	299	295	208	261	374	237
CDK2AP1	.	.	.	.	.	1924	1716	1808	1964	2250	2293
ENSG00000269980	.	.	.	.	.	0	2	1	0	0	4
RNA5SP375	.	.	.	.	.	0	0	0	0	0	0
SBNO1	.	.	.	.	.	1760	2052	1553	1772	2173	1447
SBNO1-AS1	.	.	.	.	.	4	5	4	5	12	2
MIR8072	.	.	.	.	.	0	0	0	0	0	0
KMT5A	.	.	.	.	.	392	519	252	311	384	329
RILPL2	.	.	.	.	.	162	128	106	133	170	64
ENSG00000296923	.	.	.	.	.	0	0	0	0	0	0
COPS5P2	.	.	.	.	.	1	0	0	0	0	0
SNRNP35	.	.	.	.	.	57	80	72	51	67	55
RILPL1	.	.	.	.	.	77	76	78	53	83	97
ENSG00000274427	.	.	.	.	.	0	4	0	2	0	1
ENSG00000278112	.	.	.	.	.	1	2	2	1	2	0
MIR3908	.	.	.	.	.	0	0	0	0	0	0
TMED2-DT	.	.	.	.	.	19	17	15	9	16	10
TMED2	.	.	.	.	.	3006	3486	2443	3895	3877	3846
ENSG00000303254	.	.	.	.	.	0	1	0	0	0	0
DDX55	.	.	.	.	.	166	213	102	145	162	159
SNORA9B	.	.	.	.	.	1	2	2	1	3	3
EIF2B1	.	.	.	.	.	547	695	422	617	699	611
GTF2H3	.	.	.	.	.	517	680	409	529	660	714
ENSG00000279953	.	.	.	.	.	4	4	8	0	3	6
ENSG00000278861	.	.	.	.	.	4	2	1	0	0	1
TCTN2	.	.	.	.	.	197	186	224	402	422	295
ENSG00000255839	.	.	.	.	.	0	0	0	0	0	0
ATP6V0A2	.	.	.	.	.	449	488	332	440	373	374
ENSG00000286092	.	.	.	.	.	1	5	0	1	4	1
RPL27P12	.	.	.	.	.	2	0	0	0	0	0
ENSG00000280300	.	.	.	.	.	0	0	0	0	0	0
DNAH10	.	.	.	.	.	9	3	3	7	8	6
CCDC92	.	.	.	.	.	177	188	265	238	361	278
DNAH10OS	.	.	.	.	.	12	6	6	18	8	19
ENSG00000270130	.	.	.	.	.	4	0	3	1	1	5
ENSG00000270048	.	.	.	.	.	0	2	0	0	1	2
ENSG00000269997	.	.	.	.	.	3	1	0	2	2	0
ENSG00000269938	.	.	.	.	.	2	2	8	3	2	6
ENSG00000270061	.	.	.	.	.	5	0	0	3	5	0
ENSG00000270095	.	.	.	.	.	0	1	1	1	2	1
ZNF664	.	.	.	.	.	1495	1874	1288	1805	2458	1801
ENSG00000274874	.	.	.	.	.	0	0	0	0	0	0
RFLNA	.	.	.	.	.	0	0	0	2	0	5
ENSG00000256827	.	.	.	.	.	0	0	0	0	0	0
ENSG00000275389	.	.	.	.	.	0	0	0	6	1	3
ENSG00000308548	.	.	.	.	.	2	0	0	0	0	0
ENSG00000308522	.	.	.	.	.	0	0	0	0	0	0
ENSG00000256596	.	.	.	.	.	0	0	0	1	0	0
ENSG00000308532	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308501	.	.	.	.	.	0	0	0	0	0	0
NCOR2	.	.	.	.	.	1525	1492	1323	2239	2580	2279
MIR6880	.	.	.	.	.	0	0	0	0	0	0
ENSG00000255965	.	.	.	.	.	0	2	0	0	0	1
ENSG00000309806	.	.	.	.	.	2	4	5	2	3	0
ENSG00000309790	.	.	.	.	.	3	4	2	0	1	1
ENSG00000303311	.	.	.	.	.	3	0	0	0	2	5
ENSG00000214650	.	.	.	.	.	0	2	2	1	0	3
ENSG00000279527	.	.	.	.	.	1	0	0	0	0	0
ENSG00000279071	.	.	.	.	.	0	2	0	0	0	0
ENSG00000280354	.	.	.	.	.	0	2	0	0	0	0
